Date,Open,High,Low,Close
8/1/2026 12:50,1.1672,1.1674,1.167,1.167
8/1/2026 12:55,1.167,1.1673,1.1669,1.1673
8/1/2026 13:00,1.1673,1.1676,1.1672,1.1676
8/1/2026 13:05,1.1675,1.1676,1.1674,1.1674
8/1/2026 13:10,1.1674,1.1675,1.1672,1.1673
8/1/2026 13:15,1.1673,1.1675,1.167,1.1675
8/1/2026 13:20,1.1675,1.1677,1.1675,1.1676
8/1/2026 13:25,1.1676,1.1676,1.1673,1.1674
8/1/2026 13:30,1.1673,1.1674,1.1666,1.1666
8/1/2026 13:35,1.1666,1.1671,1.1666,1.1669
8/1/2026 13:40,1.1668,1.1669,1.1666,1.1667
8/1/2026 13:45,1.1666,1.1666,1.166,1.1661
8/1/2026 13:50,1.1661,1.1661,1.1657,1.1658
8/1/2026 13:55,1.1658,1.1663,1.1658,1.1662
8/1/2026 14:00,1.1662,1.1666,1.1661,1.1665
8/1/2026 14:05,1.1665,1.1666,1.1662,1.1663
8/1/2026 14:10,1.1662,1.1663,1.1659,1.166
8/1/2026 14:15,1.1659,1.166,1.1656,1.1657
8/1/2026 14:20,1.1656,1.166,1.1655,1.166
8/1/2026 14:25,1.166,1.166,1.1656,1.1658
8/1/2026 14:30,1.1658,1.1661,1.1657,1.1658
8/1/2026 14:35,1.1659,1.1662,1.1658,1.1659
8/1/2026 14:40,1.1659,1.1662,1.1659,1.1661
8/1/2026 14:45,1.1661,1.1662,1.1657,1.1658
8/1/2026 14:50,1.1658,1.1661,1.1658,1.166
8/1/2026 14:55,1.166,1.1664,1.166,1.1664
8/1/2026 15:00,1.1664,1.1665,1.166,1.1665
8/1/2026 15:05,1.1665,1.1665,1.1663,1.1664
8/1/2026 15:10,1.1664,1.1667,1.1663,1.1665
8/1/2026 15:15,1.1665,1.167,1.1665,1.167
8/1/2026 15:20,1.167,1.1672,1.1669,1.167
8/1/2026 15:25,1.167,1.1673,1.167,1.167
8/1/2026 15:30,1.167,1.167,1.1666,1.1669
8/1/2026 15:35,1.167,1.1671,1.1669,1.167
8/1/2026 15:40,1.167,1.167,1.1663,1.1667
8/1/2026 15:45,1.1667,1.1668,1.1664,1.1666
8/1/2026 15:50,1.1666,1.1669,1.1664,1.1668
8/1/2026 15:55,1.1668,1.1668,1.1663,1.1666
8/1/2026 16:00,1.1666,1.1667,1.1663,1.1664
8/1/2026 16:05,1.1664,1.1665,1.1659,1.166
8/1/2026 16:10,1.166,1.166,1.1657,1.1657
8/1/2026 16:15,1.1657,1.1659,1.1655,1.1656
8/1/2026 16:20,1.1656,1.1658,1.1652,1.1652
8/1/2026 16:25,1.1652,1.1657,1.1652,1.1656
8/1/2026 16:30,1.1657,1.1657,1.1652,1.1652
8/1/2026 16:35,1.1652,1.1655,1.1652,1.1655
8/1/2026 16:40,1.1655,1.1656,1.1654,1.1656
8/1/2026 16:45,1.1656,1.1656,1.1653,1.1655
8/1/2026 16:50,1.1656,1.1657,1.1654,1.1654
8/1/2026 16:55,1.1654,1.1658,1.1654,1.1654
8/1/2026 17:00,1.1653,1.1655,1.1652,1.1654
8/1/2026 17:05,1.1654,1.1655,1.1652,1.1652
8/1/2026 17:10,1.1652,1.1652,1.1649,1.1651
8/1/2026 17:15,1.1651,1.1652,1.1649,1.1651
8/1/2026 17:20,1.1651,1.1652,1.1649,1.165
8/1/2026 17:25,1.1649,1.165,1.1646,1.1646
8/1/2026 17:30,1.1647,1.1647,1.1645,1.1646
8/1/2026 17:35,1.1646,1.1646,1.1643,1.1645
8/1/2026 17:40,1.1645,1.1646,1.1645,1.1646
8/1/2026 17:45,1.1646,1.1648,1.1645,1.1648
8/1/2026 17:50,1.1647,1.165,1.1647,1.1649
8/1/2026 17:55,1.1649,1.1651,1.1648,1.165
8/1/2026 18:00,1.165,1.1653,1.1649,1.1649
8/1/2026 18:05,1.1649,1.1649,1.1647,1.1647
8/1/2026 18:10,1.1648,1.1649,1.1647,1.1649
8/1/2026 18:15,1.1649,1.1651,1.1648,1.1649
8/1/2026 18:20,1.1649,1.165,1.1647,1.1649
8/1/2026 18:25,1.1649,1.165,1.1649,1.1649
8/1/2026 18:30,1.1649,1.1651,1.1648,1.1651
8/1/2026 18:35,1.1651,1.1651,1.1648,1.1649
8/1/2026 18:40,1.1649,1.165,1.1648,1.1649
8/1/2026 18:45,1.165,1.165,1.1648,1.1649
8/1/2026 18:50,1.1649,1.1649,1.1646,1.1646
8/1/2026 18:55,1.1646,1.1646,1.1644,1.1644
8/1/2026 19:00,1.1645,1.1645,1.1642,1.1643
8/1/2026 19:05,1.1643,1.1644,1.1643,1.1644
8/1/2026 19:10,1.1644,1.1647,1.1644,1.1646
8/1/2026 19:15,1.1646,1.1646,1.1645,1.1646
8/1/2026 19:20,1.1646,1.1647,1.1645,1.1645
8/1/2026 19:25,1.1645,1.1646,1.1644,1.1645
8/1/2026 19:30,1.1645,1.1647,1.1645,1.1647
8/1/2026 19:35,1.1647,1.1648,1.1646,1.1647
8/1/2026 19:40,1.1647,1.1647,1.1645,1.1646
8/1/2026 19:45,1.1646,1.165,1.1646,1.1648
8/1/2026 19:50,1.1648,1.165,1.1647,1.165
8/1/2026 19:55,1.165,1.165,1.1648,1.1649
8/1/2026 20:00,1.165,1.1652,1.1649,1.1651
8/1/2026 20:05,1.1651,1.1651,1.165,1.1651
8/1/2026 20:10,1.1651,1.1652,1.165,1.165
8/1/2026 20:15,1.165,1.1651,1.1649,1.165
8/1/2026 20:20,1.165,1.1651,1.165,1.1651
8/1/2026 20:25,1.1651,1.1653,1.1651,1.1653
8/1/2026 20:30,1.1653,1.1654,1.1653,1.1653
8/1/2026 20:35,1.1653,1.1653,1.1651,1.1652
8/1/2026 20:40,1.1652,1.1652,1.1651,1.1652
8/1/2026 20:45,1.1652,1.1653,1.1651,1.1652
8/1/2026 20:50,1.1653,1.1654,1.1652,1.1653
8/1/2026 20:55,1.1653,1.1653,1.165,1.1651
8/1/2026 21:00,1.1651,1.1651,1.165,1.1651
8/1/2026 21:05,1.1651,1.1652,1.165,1.1652
8/1/2026 21:10,1.1651,1.1652,1.1651,1.1651
8/1/2026 21:15,1.1652,1.1652,1.1651,1.1651
8/1/2026 21:20,1.1651,1.1653,1.1651,1.1652
8/1/2026 21:25,1.1652,1.1654,1.1651,1.1653
8/1/2026 21:30,1.1653,1.1656,1.1652,1.1655
8/1/2026 21:35,1.1656,1.1658,1.1655,1.1656
8/1/2026 21:40,1.1655,1.166,1.1655,1.1659
8/1/2026 21:45,1.166,1.1662,1.1658,1.1662
8/1/2026 21:50,1.1661,1.1662,1.1657,1.166
8/1/2026 21:55,1.1659,1.1661,1.1656,1.1658
8/1/2026 22:00,1.1658,1.1658,1.1652,1.1655
8/1/2026 22:05,1.1656,1.1657,1.1656,1.1657
8/1/2026 22:10,1.1657,1.166,1.1657,1.1658
8/1/2026 22:15,1.1658,1.1658,1.1657,1.1658
8/1/2026 22:20,1.1658,1.1659,1.1656,1.1658
8/1/2026 22:25,1.1659,1.1659,1.1657,1.1657
8/1/2026 22:30,1.1658,1.166,1.1658,1.166
8/1/2026 22:35,1.166,1.166,1.1658,1.1659
8/1/2026 22:40,1.1659,1.1659,1.1658,1.1658
8/1/2026 22:45,1.1658,1.1659,1.1657,1.1658
8/1/2026 22:50,1.1659,1.1659,1.1657,1.1659
8/1/2026 22:55,1.1659,1.1659,1.1657,1.1658
8/1/2026 23:00,1.1658,1.1662,1.1657,1.1662
8/1/2026 23:05,1.166,1.1662,1.1658,1.1659
8/1/2026 23:10,1.1659,1.166,1.1657,1.1659
8/1/2026 23:15,1.1658,1.1659,1.1656,1.1659
8/1/2026 23:20,1.1659,1.1659,1.1658,1.1658
8/1/2026 23:25,1.1658,1.1658,1.1656,1.1658
8/1/2026 23:30,1.1657,1.1658,1.1656,1.1657
8/1/2026 23:35,1.1656,1.1657,1.1655,1.1657
8/1/2026 23:40,1.1656,1.1657,1.1655,1.1657
8/1/2026 23:45,1.1657,1.1657,1.1656,1.1656
8/1/2026 23:50,1.1656,1.1657,1.1655,1.1657
8/1/2026 23:55,1.1657,1.1657,1.1655,1.1657
9/1/2026 0:00,1.1657,1.1657,1.1655,1.1656
9/1/2026 0:05,1.1656,1.1656,1.1654,1.1655
9/1/2026 0:10,1.1655,1.1656,1.1653,1.1654
9/1/2026 0:15,1.1654,1.1655,1.1653,1.1655
9/1/2026 0:20,1.1655,1.1657,1.1655,1.1657
9/1/2026 0:25,1.1656,1.1656,1.1653,1.1655
9/1/2026 0:30,1.1656,1.1656,1.1653,1.1654
9/1/2026 0:35,1.1654,1.1655,1.1652,1.1654
9/1/2026 0:40,1.1653,1.1654,1.1652,1.1654
9/1/2026 0:45,1.1654,1.1655,1.1652,1.1655
9/1/2026 0:50,1.1654,1.1655,1.1653,1.1653
9/1/2026 0:55,1.1652,1.1655,1.1652,1.1653
9/1/2026 1:00,1.1653,1.1654,1.1652,1.1653
9/1/2026 1:05,1.1652,1.1653,1.165,1.1652
9/1/2026 1:10,1.1653,1.1653,1.165,1.1653
9/1/2026 1:15,1.1652,1.1657,1.1652,1.1655
9/1/2026 1:20,1.1656,1.1656,1.165,1.1651
9/1/2026 1:25,1.1651,1.1652,1.1649,1.1652
9/1/2026 1:30,1.1651,1.1652,1.1649,1.1652
9/1/2026 1:35,1.165,1.1652,1.1649,1.165
9/1/2026 1:40,1.165,1.1651,1.1647,1.1648
9/1/2026 1:45,1.1648,1.1651,1.1647,1.165
9/1/2026 1:50,1.165,1.1651,1.1647,1.1649
9/1/2026 1:55,1.1649,1.165,1.1647,1.1649
9/1/2026 2:00,1.1649,1.165,1.1648,1.1649
9/1/2026 2:05,1.1647,1.1649,1.1646,1.1647
9/1/2026 2:10,1.1648,1.1648,1.1644,1.1645
9/1/2026 2:15,1.1644,1.1648,1.1644,1.1647
9/1/2026 2:20,1.1646,1.165,1.1646,1.1649
9/1/2026 2:25,1.1649,1.1649,1.1647,1.1649
9/1/2026 2:30,1.1648,1.1651,1.1648,1.1651
9/1/2026 2:35,1.165,1.1652,1.1648,1.1649
9/1/2026 2:40,1.165,1.1652,1.1648,1.1651
9/1/2026 2:45,1.165,1.1653,1.165,1.1652
9/1/2026 2:50,1.1652,1.1654,1.1651,1.1653
9/1/2026 2:55,1.1654,1.1654,1.1652,1.1653
9/1/2026 3:00,1.1653,1.1655,1.1652,1.1654
9/1/2026 3:05,1.1653,1.1656,1.1653,1.1656
9/1/2026 3:10,1.1656,1.1658,1.1654,1.1657
9/1/2026 3:15,1.1657,1.1659,1.1655,1.1658
9/1/2026 3:20,1.1657,1.1658,1.1654,1.1656
9/1/2026 3:25,1.1656,1.1657,1.1654,1.1656
9/1/2026 3:30,1.1656,1.1658,1.1653,1.1657
9/1/2026 3:35,1.1657,1.1658,1.1655,1.1658
9/1/2026 3:40,1.1657,1.1658,1.1655,1.1657
9/1/2026 3:45,1.1657,1.1657,1.1654,1.1655
9/1/2026 3:50,1.1655,1.1656,1.1653,1.1656
9/1/2026 3:55,1.1656,1.1656,1.1654,1.1656
9/1/2026 4:00,1.1655,1.1656,1.1652,1.1654
9/1/2026 4:05,1.1654,1.1655,1.1651,1.1653
9/1/2026 4:10,1.1653,1.1654,1.1652,1.1653
9/1/2026 4:15,1.1653,1.1653,1.165,1.1652
9/1/2026 4:20,1.1651,1.1653,1.1651,1.1653
9/1/2026 4:25,1.1653,1.1654,1.1653,1.1654
9/1/2026 4:30,1.1654,1.1654,1.1653,1.1654
9/1/2026 4:35,1.1654,1.1655,1.1654,1.1654
9/1/2026 4:40,1.1655,1.1655,1.1653,1.1654
9/1/2026 4:45,1.1654,1.1655,1.1652,1.1654
9/1/2026 4:50,1.1654,1.1655,1.1653,1.1654
9/1/2026 4:55,1.1653,1.1654,1.1652,1.1654
9/1/2026 5:00,1.1652,1.1654,1.1652,1.1654
9/1/2026 5:05,1.1653,1.1656,1.1652,1.1653
9/1/2026 5:10,1.1653,1.1654,1.1653,1.1653
9/1/2026 5:15,1.1653,1.1655,1.1652,1.1654
9/1/2026 5:20,1.1654,1.1654,1.1651,1.1653
9/1/2026 5:25,1.1653,1.1654,1.1651,1.1652
9/1/2026 5:30,1.1652,1.1653,1.1649,1.1651
9/1/2026 5:35,1.165,1.1651,1.1648,1.165
9/1/2026 5:40,1.165,1.1651,1.1649,1.1651
9/1/2026 5:45,1.1651,1.1652,1.1648,1.1651
9/1/2026 5:50,1.1651,1.1651,1.1649,1.1649
9/1/2026 5:55,1.165,1.1651,1.1648,1.1651
9/1/2026 6:00,1.165,1.1652,1.1648,1.1652
9/1/2026 6:05,1.1652,1.1652,1.1648,1.1649
9/1/2026 6:10,1.1649,1.1649,1.1647,1.1649
9/1/2026 6:15,1.1647,1.165,1.1647,1.165
9/1/2026 6:20,1.165,1.165,1.1647,1.1649
9/1/2026 6:25,1.1649,1.1651,1.1649,1.165
9/1/2026 6:30,1.165,1.1652,1.1649,1.1651
9/1/2026 6:35,1.165,1.1652,1.1649,1.165
9/1/2026 6:40,1.165,1.1652,1.165,1.1651
9/1/2026 6:45,1.1651,1.1652,1.1647,1.1648
9/1/2026 6:50,1.1648,1.1649,1.1647,1.1648
9/1/2026 6:55,1.1647,1.1649,1.1647,1.1649
9/1/2026 7:00,1.1648,1.1648,1.1644,1.1647
9/1/2026 7:05,1.1647,1.1649,1.1646,1.1648
9/1/2026 7:10,1.1648,1.1649,1.1644,1.1644
9/1/2026 7:15,1.1644,1.1647,1.1643,1.1644
9/1/2026 7:20,1.1644,1.1645,1.1642,1.1643
9/1/2026 7:25,1.1643,1.1645,1.1642,1.1644
9/1/2026 7:30,1.1644,1.1645,1.1639,1.164
9/1/2026 7:35,1.1641,1.1641,1.1638,1.1641
9/1/2026 7:40,1.164,1.1642,1.1639,1.1642
9/1/2026 7:45,1.1641,1.1644,1.164,1.1642
9/1/2026 7:50,1.1642,1.1645,1.1639,1.1645
9/1/2026 7:55,1.1645,1.165,1.1642,1.165
9/1/2026 8:00,1.165,1.1652,1.1646,1.1647
9/1/2026 8:05,1.1647,1.1647,1.1644,1.1645
9/1/2026 8:10,1.1645,1.1645,1.1642,1.1643
9/1/2026 8:15,1.1643,1.1645,1.1641,1.1644
9/1/2026 8:20,1.1643,1.1647,1.1643,1.1646
9/1/2026 8:25,1.1645,1.1647,1.1643,1.1645
9/1/2026 8:30,1.1645,1.1645,1.1641,1.1642
9/1/2026 8:35,1.1642,1.1643,1.1639,1.1642
9/1/2026 8:40,1.1642,1.1644,1.1642,1.1642
9/1/2026 8:45,1.1642,1.1645,1.1641,1.1645
9/1/2026 8:50,1.1645,1.1647,1.1642,1.1647
9/1/2026 8:55,1.1647,1.1649,1.1644,1.1647
9/1/2026 9:00,1.1648,1.165,1.1646,1.1649
9/1/2026 9:05,1.1649,1.1649,1.1646,1.1647
9/1/2026 9:10,1.1647,1.165,1.1647,1.1647
9/1/2026 9:15,1.1647,1.1648,1.1645,1.1645
9/1/2026 9:20,1.1645,1.1645,1.1643,1.1645
9/1/2026 9:25,1.1644,1.1646,1.1642,1.1642
9/1/2026 9:30,1.1642,1.1644,1.1642,1.1643
9/1/2026 9:35,1.1643,1.1644,1.1642,1.1644
9/1/2026 9:40,1.1644,1.1645,1.1642,1.1643
9/1/2026 9:45,1.1643,1.1644,1.1642,1.1644
9/1/2026 9:50,1.1643,1.1644,1.1642,1.1643
9/1/2026 9:55,1.1643,1.1644,1.1641,1.1642
9/1/2026 10:00,1.1642,1.1644,1.1641,1.1642
9/1/2026 10:05,1.1642,1.1643,1.164,1.1643
9/1/2026 10:10,1.1643,1.1644,1.1642,1.1643
9/1/2026 10:15,1.1643,1.1644,1.1641,1.1642
9/1/2026 10:20,1.1642,1.1642,1.1636,1.1639
9/1/2026 10:25,1.164,1.1642,1.1638,1.1642
9/1/2026 10:30,1.1642,1.1642,1.164,1.1642
9/1/2026 10:35,1.1642,1.1644,1.1642,1.1644
9/1/2026 10:40,1.1644,1.1644,1.1641,1.1642
9/1/2026 10:45,1.1642,1.1643,1.1642,1.1643
9/1/2026 10:50,1.1643,1.1646,1.1642,1.1646
9/1/2026 10:55,1.1646,1.1646,1.1643,1.1646
9/1/2026 11:00,1.1646,1.1646,1.1642,1.1643
9/1/2026 11:05,1.1643,1.1644,1.1641,1.1643
9/1/2026 11:10,1.1642,1.1645,1.1642,1.1644
9/1/2026 11:15,1.1643,1.1644,1.1642,1.1644
9/1/2026 11:20,1.1644,1.1645,1.1643,1.1644
9/1/2026 11:25,1.1644,1.1645,1.1643,1.1644
9/1/2026 11:30,1.1644,1.1645,1.1643,1.1644
9/1/2026 11:35,1.1644,1.1645,1.1642,1.1643
9/1/2026 11:40,1.1644,1.1645,1.1643,1.1645
9/1/2026 11:45,1.1645,1.1645,1.1643,1.1644
9/1/2026 11:50,1.1645,1.1646,1.1643,1.1644
9/1/2026 11:55,1.1644,1.1646,1.1644,1.1645
9/1/2026 12:00,1.1646,1.1646,1.1643,1.1645
9/1/2026 12:05,1.1645,1.1646,1.1643,1.1644
9/1/2026 12:10,1.1644,1.1644,1.1642,1.1643
9/1/2026 12:15,1.1643,1.1644,1.1642,1.1643
9/1/2026 12:20,1.1642,1.1644,1.1641,1.1641
9/1/2026 12:25,1.1641,1.1643,1.1639,1.1643
9/1/2026 12:30,1.1643,1.1643,1.1639,1.164
9/1/2026 12:35,1.164,1.1642,1.1639,1.164
9/1/2026 12:40,1.164,1.1642,1.1639,1.1641
9/1/2026 12:45,1.1641,1.1644,1.1641,1.1643
9/1/2026 12:50,1.1643,1.1644,1.164,1.164
9/1/2026 12:55,1.164,1.1641,1.1639,1.1641
9/1/2026 13:00,1.1641,1.1643,1.164,1.1641
9/1/2026 13:05,1.1641,1.1643,1.1641,1.1642
9/1/2026 13:10,1.1642,1.1643,1.1641,1.1643
9/1/2026 13:15,1.1643,1.1645,1.1642,1.1644
9/1/2026 13:20,1.1643,1.1645,1.1643,1.1645
9/1/2026 13:25,1.1644,1.1645,1.1639,1.1643
9/1/2026 13:30,1.1642,1.1655,1.1625,1.1651
9/1/2026 13:35,1.1651,1.166,1.1645,1.1647
9/1/2026 13:40,1.1647,1.1659,1.1646,1.1655
9/1/2026 13:45,1.1656,1.1658,1.1646,1.1647
9/1/2026 13:50,1.1648,1.1648,1.1641,1.1646
9/1/2026 13:55,1.1646,1.1647,1.1641,1.1644
